SPIELER,TORE,7M,%,TF,V,2',D
Hunziker Simon,0,0,,1,0,0,0
Kiener Lars,2/2,0,100,,1,0,0
Karlen Janes,2/4,0,50,,0,0,0
Stebler Urs,2/4,0,50,,0,1,0
Lutz Nico,3/4,0,75,1,0,0,0
Giovanelli Marco,0/5,0,0,1,0,0,0
Stettler Ramon,0,0,,,0,0,0
Christinat Joël,1/5,0,20,1,1,1,0
Scheidegger Roman,1/1,0,100,2,1,0,0
Gruber Nino,4/6,0,66,2,0,0,0
Drollinger Yannick,0/1,0,0,1,0,1,0
Manse Cedric,8/9,4/4,88,1,0,0,0
Sorgen Janick,3/4,0,75,1,0,1,0
Rathgeb Thomas,2/6,0,33,1,0,1,0
