SPIELER,TORE,7M,%,TF,V,2',D
Hunziker Simon,0,0,,1,0,0,0
Baumgartner Serafin,0,0,,,0,0,0
Stebler Urs,2/4,0/1,50,1,1,3,0
Lutz Nico,4/6,0,66,1,1,0,0
Giovanelli Marco,0/2,0,0,,0,0,0
Kocher Roman,0,0,,,0,0,0
Christinat Joël,3/7,0,42,1,0,1,0
Scheidegger Roman,1/1,0,100,,0,0,0
Gruber Nino,6/7,0,85,1,0,1,0
Drollinger Yannick,1/1,0,100,,0,0,0
Manse Cedric,3/8,0/1,37,2,0,0,0
Sorgen Janick,2/4,0/1,50,,0,1,0
Zwahlen Thomas,1/2,0,50,3,0,0,0
Rathgeb Thomas,5/7,0,71,1,0,0,0
