SPIELER,TORE,7M,%,TF,V,2',D
Wyss Dominique,0,0,,,0,0,0
Baumgartner Serafin,1/5,0,20,1,0,0,0
Kiener Lars,0,0,,2,0,0,0
Meier Aaron,0,0,,,1,1,0
Stebler Urs,0,0,,1,0,1,0
Lutz Nico,2/2,0,100,1,1,0,0
Kocher Roman,0,0,,,0,0,0
Lory Elias,2/4,0,50,,0,0,0
Christinat Joël,6/13,0,46,2,0,0,0
Scheidegger Roman,1/1,0,100,1,0,0,0
Drollinger Yannick,2/3,0,66,1,0,1,0
Felder Gabriel,6/9,0,66,3,0,0,0
Manse Cedric,0/3,0,0,3,0,0,0
Sorgen Janick,4/7,3/3,57,1,1,0,0
