SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,,0,0,0
Antonietti Claudio,5/11,0,45,4,0,0,0
Baumann Yanic,2/6,0/2,33,2,1,0,0
Neuenschwander Dominic,0,0,,1,0,0,0
van den Nobelen Timon,0/1,0,0,,0,0,0
Bunke Seraphin,3/5,0,60,,0,2,0
Gurtner Nicolas,1/1,1/1,100,,0,0,0
Kocher Roman,0,0,,,0,0,0
Schär Nicola,1/2,0,50,,0,2,0
Stettler Tim,1/3,0,33,1,0,0,0
Gobeli Sven,0,0,,1,0,0,0
Christen Keanu,3/3,0,100,1,0,0,0
Römer Flavian,4/10,0/1,40,1,1,0,0
Zaskoku Visar,0,0,,,0,0,0
