SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,,0,0,0
Antonietti Claudio,4/10,0,40,3,0,0,0
Neuenschwander Dominic,0,0,,1,0,0,0
van den Nobelen Timon,0,0,,,0,0,0
Bunke Seraphin,0/2,0,0,1,1,2,0
Zehr Tobias,0/1,0,0,2,0,1,0
Baumann Yanic,9/11,4/5,81,1,1,0,0
Schär Nicola,0/1,0,0,,0,0,0
Stettler Tim,0/1,0,0,,1,1,0
Gobeli Sven,0,0,,,0,0,0
Ruef Mauro,4/5,0,80,1,0,0,0
Christen Keanu,0,0,,2,0,0,0
Römer Flavian,4/9,1/1,44,1,0,1,0
Schöni Gregory,2/3,0,66,,0,0,0
