SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,,0,0,0
Antonietti Claudio,2/6,0,33,,1,1,0
Orode Godwin Ayko,0,0,,,0,1,0
Neuenschwander Dominic,1/2,0,50,1,0,0,0
van den Nobelen Timon,2/2,0,100,3,0,0,0
Römer Flavian,3/7,0,42,4,0,1,1
Schenk Adrian,1/1,0,100,,0,2,0
Baumann Yanic,7/12,0,58,1,0,1,0
Christen Keanu,1/2,0,50,2,0,1,0
Schär Nicola,1/3,0,33,,0,1,0
Stettler Tim,0/3,0,0,2,1,1,0
Gobeli Sven,0,0,,,0,0,0
Ruef Mauro,1/2,0,50,,0,0,0
Schöni Gregory,1/2,0,50,,1,2,0
