SPIELER,TORE,7M,%,TF,V,2',D
ZILIC Marko,0,0,,,0,0,0
MARTHALER Ivan,0,0,,,0,0,0
LÜTHI Flurin,0,0,,,0,0,0
BAUMANN Joshua,10/16,0,62,4,0,0,0
REUSSER Lars,0,0,,,0,0,0
NEIGER Dominic,3/5,1/2,60,2,0,0,0
WABER Gian,4/6,0,66,,1,0,0
JENNI Cédric,1/4,0,25,2,0,0,0
HODLER Fynn,0,0,,,0,0,0
LÄDRACH Gregory,1/7,0,14,,1,0,0
LICARI Elia,1/3,0,33,,0,2,0
ROTH Dominik,4/4,0,100,,1,1,0
CAVIEZEL Tim,0/1,0,0,,0,0,0
STRIKCANI Artan,0,0,,1,0,0,0
