SPIELER,TORE,7M,%,TF,V,2',D
Leuenberger Timon,0,0,,,0,0,0
van den Nobelen Robin,1/2,0,50,,0,0,0
Lädrach Gregory,3/3,0,100,4,0,0,0
Baumann Joshua,5/5,3/3,100,7,0,1,0
Karlen Jean-Baptiste,1/1,0,100,3,0,2,0
Rudin Sebastian,7/9,0,77,5,0,2,0
Neiger Dominic,0,0,,,0,0,0
Zilic Marko,0,0,,,0,0,0
Roth Dominik,3/4,0,75,1,0,0,0
Frischknecht Lasse,0,0,,1,0,0,0
Schranz Louis,4/6,0,66,3,0,0,0
Aebi Fabian,3/5,0,60,,0,1,0
Rusch David,0/1,0,0,1,1,0,0
Marthaler Ivan,0,0,,,0,0,0
