Sa,03.11.18,12:00
MU19E
SG,LakeSide,Wacker-Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
3,Antonietti,Claudio,2/4,0,50,1,0,0,0
4,Meier,Joris,2/5,0,40,2,1,2,0
5,Wolf,Patrick,0/1,0,0,,0,0,0
7,Schwab,Yannick,6/8,0,75,3,0,1,0
11,Stettler,Nils,0/2,0,0,,0,0,0
12,Kocher,Roman,0,0,,,0,0,0
13,Neuenschwander,Dominic,0/1,0,0,,0,0,0
15,Stettler,Tim,0/2,0,0,,1,0,0
16,Zuege,Tim,0,0,,1,0,0,0
17,Schöni,Gregory,2/6,0,33,1,0,0,0
18,Kiener,Lars,2/6,0,33,,0,0,0
19,Chernov,Ivan,5/10,0,50,3,1,0,0
20,Ruef,Mauro,5/6,0,83,1,0,0,0
21,Lindner,Jorden,6/6,0,100,2,0,1,0
""
TORHÜTER,P/W,7M,%
12,Kocher,Roman,7/28,0/4,25
16,Zuege,Tim,5/16,,32
""
STAFF,V,2',D
A,Badertscher,Claudio,0,0,0
B,Chernov,Andrey,0,0,0
