SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,3/7,0,42,,0,0,0
Chernov Ivan,0,0,,1,0,0,0
Schwab Yannick,0/1,0,0,,1,1,0
Lutz Nico,3/5,0,60,1,0,0,0
Giovanelli Marco,3/6,0,50,,0,0,0
Lory Elias,0/1,0,0,1,0,0,0
Stettler Ramon,0,0,,,0,0,0
Christinat Joël,8/15,0,53,1,0,1,0
Scheidegger Roman,0/1,0,0,3,0,0,0
Gruber Nino,5/9,0,55,1,0,1,0
Drollinger Yannick,2/3,0,66,,0,0,0
Manse Cedric,3/4,1/1,75,3,0,1,0
Sorgen Janick,0/1,0,0,,0,1,0
