SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,2/2,0,100,1,1,0,0
Kiener Lars,1/2,0,50,,0,1,0
Schwab Yannick,0,0,,,0,0,0
Stebler Urs,0,0,,,0,0,0
Lutz Nico,1/1,0,100,1,0,0,0
Giovanelli Marco,3/9,0,33,2,0,0,0
Lory Elias,6/9,0,66,,0,0,0
Stettler Ramon,0,0,,1,0,0,0
Christinat Joël,5/12,0,41,2,0,0,0
Scheidegger Roman,1/1,0,100,1,0,0,0
Drollinger Yannick,0/3,0,0,,0,0,0
Manse Cedric,6/8,3/3,75,2,0,0,0
Sorgen Janick,5/6,0,83,,0,0,0
