SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,0,0,,,0,0,0
Stettler Jan,0,0,,1,0,0,0
Chernov Ivan,9/16,0,56,,0,0,0
Stebler Urs,0,0,,,0,0,0
Lutz Nico,3/4,0,75,1,0,1,0
Giovanelli Marco,0,0,,,0,0,0
Lory Elias,4/5,0,80,3,1,0,0
Stettler Ramon,0,0,,2,0,0,0
Scheidegger Roman,1/5,0,20,1,0,1,0
Gruber Nino,5/6,0,83,1,0,1,0
Drollinger Yannick,2/3,0,66,,0,0,0
Manse Cedric,1/2,1/1,50,2,0,0,0
Sorgen Janick,1/4,0,25,1,1,1,0
