SPIELER,TORE,7M,%,TF,V,2',D
Forrer Steven,0/3,0,0,3,1,1,0
Meier Joris,3/5,0,60,,0,0,0
van den Nobelen Timon,2/5,0,40,1,0,0,0
Bunke Seraphin,0/2,0,0,,0,0,0
Kiener Lars,2/3,0,66,,0,0,0
Lindner Jorden,7/9,2/2,77,5,1,0,0
Schwab Yannick,5/6,0,83,,0,0,0
Gobeli Sven,0,0,,,0,0,0
Schär Nicola,1/2,0,50,,0,0,0
Ruef Mauro,1/3,0,33,,0,1,0
Manz Remo,0,0,,,0,0,0
Meier Aaron,6/10,0,60,1,1,0,0
Stüdle Nicolas,2/2,0,100,,0,0,0
Baumgartner Serafin,5/6,0,83,,0,0,0
