SPIELER,TORE,7M,%,TF,V,2',D
Meier Aaron,3/6,0,50,3,1,1,0
Meier Joris,4/10,1/2,40,,0,1,0
Zehr Tobias,1/2,0,50,,0,0,0
Kiener Lars,2/4,0,50,,0,0,0
van den Nobelen Timon,1/5,0,20,,0,0,0
Schenk Adrian,2/3,1/1,66,,0,0,0
Chernov Ivan,6/11,0/1,54,3,1,0,0
Antonietti Sandro,0,0,,,0,0,0
Hug Dominique,0,0,,,0,0,0
Schär Nicola,0/1,0,0,,0,0,0
Schwab Yannick,1/1,0,100,,0,1,0
Manz Remo,0,0,,,0,0,0
Stüdle Nicolas,3/3,0,100,,1,0,0
Glücki Valentin,1/6,0,16,1,0,0,0
