SPIELER,TORE,7M,%,TF,V,2',D
Meier Aaron,7/13,0,53,1,0,0,0
Zehr Tobias,2/4,0,50,3,1,0,0
Kiener Lars,0,0,,,0,0,0
Schwab Yannick,1/2,0,50,,0,1,0
Bunke Seraphin,2/4,0,50,,0,2,0
Schenk Adrian,0,0,,,0,0,0
Chernov Ivan,0,0,,,0,1,0
Antonietti Sandro,2/3,0,66,3,1,2,0
Hug Dominique,0,0,,,0,0,0
Schär Nicola,5/5,0,100,2,0,0,0
Stettler Ramon,0,0,,,0,0,0
Lory Elias,7/10,1/1,70,1,0,0,0
Glücki Valentin,3/3,0,100,,1,2,0
Baumgartner Serafin,2/4,0,50,2,0,0,0
