SPIELER,TORE,7M,%,TF,V,2',D
Meier Aaron,0/2,0,0,,0,0,0
Zehr Tobias,0/4,0,0,1,0,0,0
van den Nobelen Timon,3/6,0,50,,0,0,0
Bunke Seraphin,3/5,2/2,60,2,0,0,0
Schenk Adrian,1/2,0,50,,0,0,0
Antonietti Sandro,3/5,0,60,2,1,0,0
Hug Dominique,0,0,,,0,0,0
Schär Nicola,1/1,0,100,,0,0,0
Ruef Mauro,1/1,0,100,,0,1,0
Zuege Tim,0,0,,,0,0,0
Lory Elias,8/14,1/3,57,4,1,0,0
Stüdle Nicolas,0/2,0,0,,0,1,0
Glücki Valentin,2/4,0,50,1,1,0,0
Schöni Gregory,0/1,0,0,,0,0,0
