SPIELER,TORE,7M,%,TF,V,2',D
Forrer Steven,4/8,0/1,50,3,0,0,0
Zehr Tobias,0/2,0,0,,0,1,0
van den Nobelen Timon,1/4,0,25,2,0,0,0
Schenk Adrian,3/6,1/2,50,2,0,1,0
Lindner Jorden,4/8,0/1,50,1,0,1,0
Schwab Yannick,4/5,0,80,,0,1,0
Gobeli Sven,0,0,,,0,0,0
Schär Nicola,3/7,0,42,1,0,0,0
Ruef Mauro,1/5,0,20,,1,0,0
Stettler Ramon,1/1,0,100,,0,0,0
Lory Elias,1/5,0/1,20,2,0,1,0
Stüdle Nicolas,0,0,,,0,0,0
Schöni Gregory,0/1,0,0,,0,1,0
