SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,0,0,,,0,0,0
Forrer Steven,4/7,0,57,3,0,0,0
Ruef Mauro,2/3,0,66,,0,0,0
Zehr Tobias,1/4,0,25,,0,0,0
Lutz Nico,2/7,0,28,,0,0,0
Stettler Nils,0,0,,1,1,0,0
Giovanelli Marco,2/7,0,28,2,0,0,0
Lory Elias,8/9,2/2,88,3,0,0,0
Stettler Ramon,0,0,,,0,0,0
Christinat Joël,1/2,0,50,,0,0,0
Scheidegger Roman,3/3,0,100,3,0,0,0
Schöni Gregory,1/2,0,50,,0,0,0
Drollinger Yannick,5/5,0,100,,0,1,0
Stettler Jan,0/1,0,0,1,1,2,0
