SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Forrer Steven,3/3,0,100,,0,0,0
Ruef Mauro,0/1,0,0,,0,0,0
Schwab Yannick,2/3,0,66,,0,1,0
Zehr Tobias,1/1,0,100,2,0,0,0
Lutz Nico,0,0,,1,0,0,0
Stettler Nils,3/3,0,100,1,0,0,0
Giovanelli Marco,3/6,0,50,3,0,0,0
Lory Elias,8/11,2/2,72,1,0,0,0
Stettler Ramon,0,0,,,0,0,0
Christinat Joël,0,0,,,0,0,0
Scheidegger Roman,7/14,1/3,50,1,0,0,0
Schöni Gregory,1/1,0,100,,0,0,0
Drollinger Yannick,0,0,,,0,0,0
Stettler Jan,0/2,0,0,3,0,0,0
