So,16.08.20,15:00

SG,LakeSide,Wacker-Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Zitic,Marko,0,0,,1,0,0,0
2,Karlen,Jean,Baptiste,2/3,0,66,,0,0,0
3,Lädrach,Gregory,Levin,0,0,,1,1,0,0
5,Baumann,Joshua,2/5,2/3,40,,0,0,0
8,Rudin,Sebastian,1/2,0,50,2,0,0,0
9,Zahm,Justin,John,Werner,1/1,0,100,,0,0,0
10,Stettler,Luc,Eric,5/6,1/1,83,2,1,0,0
13,Plüss,Thierry,Lionardo,Bonaventura,4/5,0,80,2,1,0,0
14,van,den,Nobelen,Robin,Till,0/1,0,0,,0,0,0
16,Grandi,Davide,0,0,,,0,0,0
19,Roth,Dominik,2/2,0,100,,0,0,0
20,Egger,David,Philip,1/2,0,50,,0,1,0
21,Rusch,David,0,0,,1,0,0,0
22,Adamina,Lorin,2/3,0,66,,0,0,0
""
TORHÜTER,P/W,7M,%
1,Zitic,Marko,7/19,,37
16,Grandi,Davide,2/8,0/1,25
""
STAFF,V,2',D
A,Gasser,.,0,0,0
B,Caspar,.,0,0,0
