SPIELER,TORE,7M,%,TF,V,2',D
Römer Leandro,2/3,0,66,1,0,1,0
Baumann Joshua,1/3,0,33,,1,0,0
Zahm Justin,5/6,0,83,,0,0,0
Stettler Luc,3/6,0,50,3,0,2,0
Rudin Sebastian,4/10,0,40,,0,2,0
Ebner Leo,0,0,,,0,0,0
Plüss Thierry,3/3,0,100,3,0,0,0
Hodler Fynn,0,0,,,0,0,0
Lädrach Gregory,2/3,0,66,,0,0,0
Licari Elia,0/3,0,0,,0,0,0
Roth Dominik,2/3,0,66,1,0,0,0
Egger David,9/16,2/2,56,3,1,0,0
Rusch David,1/1,0,100,,0,1,0
Adamina Lorin,2/2,0,100,,0,0,0
