SPIELER,TORE,7M,%,TF,V,2',D
Römer Leandro,2/3,0,66,1,0,1,0
Targise Giuliano,0,0,,2,0,0,0
Kiener Nils,4/9,0,44,1,0,0,0
Römer Flavian,6/14,0,42,2,0,0,0
Stettler Luc,3/4,0,75,,0,1,0
Ebner Leo,0,0,,,0,0,0
Plüss Thierry,1/1,0,100,2,1,2,0
Baumann Yanic,9/14,3/4,64,3,0,0,0
Schweizer Micha,3/3,0,100,1,1,1,0
Schmutz Lukas,0,0,,,0,0,0
Roth Alexander,0,0,,,0,0,0
Aebi Fabian,0/1,0,0,,0,0,0
Baumann Joshua,0,0,,,0,0,0
Rudin Sebastian,0/1,0,0,,0,0,0
