SPIELER,TORE,7M,%,TF,V,2',D
Gobeli Sven,0,0,,,0,0,0
Forrer Steven,0/3,0,0,6,1,0,0
Orode Godwin Ayko,1/5,0,20,4,0,0,0
Zehr Tobias,2/4,0,50,1,0,2,0
Bunke Seraphin,0,0,,1,0,2,0
Schenk Adrian,0,0,,,0,0,0
Gurtner Nicolas,2/3,0,66,1,0,0,0
Hug Dominique,0,0,,,0,0,0
Schär Nicola,2/5,0,40,1,0,0,0
Ruef Mauro,8/13,0,61,1,0,0,0
Stüdle Nicolas,2/2,0,100,,0,2,0
Meier Aaron,4/13,0,30,3,1,1,0
