SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,,1,0,0
Forrer Steven,3/4,0,75,,1,3,0
Zehr Tobias,4/5,0,80,1,0,0,0
van den Nobelen Timon,1/2,0,50,,0,0,0
Bunke Seraphin,4/9,0,44,1,0,0,0
Gurtner Nicolas,5/7,5/5,71,,0,0,0
Ruef Mauro,2/2,0,100,1,0,0,0
Gobeli Sven,0,0,,,1,0,0
Lory Elias,3/4,0,75,2,0,0,0
Stüdle Nicolas,1/3,0,33,,0,1,0
Lindner Jorden,7/11,0,63,1,0,0,0
