SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,1,0,0,0
Forrer Steven,5/12,0/1,41,1,1,0,0
Orode Godwin Ayko,0/2,0,0,,1,0,0
Zehr Tobias,0,0,,,0,0,0
van den Nobelen Timon,0,0,,,0,0,0
Schenk Adrian,1/1,0,100,1,1,0,0
Gurtner Nicolas,0,0,,,0,0,0
Antonietti Sandro,0/1,0,0,,0,0,0
Ruef Mauro,5/7,1/1,71,1,0,0,0
Gerber Alain,0,0,,,0,0,0
Stüdle Nicolas,2/4,0,50,,0,1,0
Glücki Valentin,0/1,0,0,,0,0,0
Meier Aaron,3/8,0,37,2,0,2,0
Lindner Jorden,5/10,2/4,50,,0,0,0
