SPIELER,TORE,7M,%,TF,V,2',D
Baumann Yanic,1/1,0,100,,0,0,1
Recher Jan,7/7,3/3,100,,1,0,0
Wolf Patrick,1/3,0,33,,0,1,0
Römer Flavian,4/7,0,57,1,0,1,0
Kuster Noël,1/1,0,100,,1,2,0
Stettler Nils,2/5,2/2,40,4,1,0,0
Gerber Alain,0,0,,1,0,0,0
Neuenschwander Dominic,4/5,0,80,1,1,1,0
Marti Rouven,0,0,,1,0,1,0
Dubach Cyrill,0,0,,,0,0,0
Schöni Gregory,4/4,0,100,2,0,1,0
Stettler Jan,5/6,0,83,,0,1,0
Christen Keanu,0,0,,,0,0,0
Karlen Lionel,1/1,0,100,,0,0,0
