SPIELER,TORE,7M,%,TF,V,2',D
Römer Leandro,1/2,0,50,2,0,1,0
Roth Alexander,0,0,,3,0,1,0
Karlen Lionel,1/11,0,9,2,1,1,0
Zuege Jan,1/2,0,50,,0,0,0
Kuster Noël,0/1,0,0,1,1,3,0
Stettler Luc,6/10,4/4,60,3,0,0,0
Brenzikofer André,0,0,,,0,0,0
Plüss Thierry,1/2,0,50,1,0,0,0
Schweizer Micha,2/7,0,28,1,0,0,0
Lädrach Gregory,0,0,,1,0,0,0
Hermann Janis,1/2,0,50,,1,0,0
Kiener Nils,1/3,0,33,1,0,0,1
